poi_id,month,season,seasonal_suitability,morning_modifier,afternoon_modifier,evening_modifier,weather_risk_proxy,season_note,confidence
POI0021,November,peak_winter,85,0,-2,2,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0021,December,peak_winter,79,-4,-13,8,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0022,January,peak_winter,90,6,-4,20,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0022,February,peak_winter,93,-3,-7,-2,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0022,March,summer_shoulder,76,12,5,9,low,Indicative summer shoulder suitability for nightlife POIs.,high
POI0022,April,summer_shoulder,81,-7,9,2,low,Indicative summer shoulder suitability for nightlife POIs.,high
POI0022,May,summer_shoulder,76,11,0,22,low,Indicative summer shoulder suitability for nightlife POIs.,high
POI0022,June,monsoon,79,1,-8,0,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0022,July,monsoon,82,-2,4,9,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0022,August,monsoon,81,0,-12,6,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0022,September,monsoon,76,3,-3,-1,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0022,October,post_monsoon,78,6,-25,8,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0022,November,peak_winter,91,-12,-1,4,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0022,December,peak_winter,97,-3,8,8,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0023,January,peak_winter,91,6,0,25,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0023,February,peak_winter,88,1,1,-8,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0023,March,summer_shoulder,79,9,-15,-12,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0023,April,summer_shoulder,71,0,5,5,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0023,May,summer_shoulder,68,-14,-1,10,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0023,June,monsoon,32,-14,4,11,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0023,July,monsoon,25,4,0,9,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0023,August,monsoon,42,6,-19,-7,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0023,September,monsoon,34,-1,-1,7,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0023,October,post_monsoon,65,8,9,-1,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0023,November,peak_winter,84,-6,-1,7,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0023,December,peak_winter,88,-25,19,9,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0024,January,peak_winter,97,15,-2,6,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0024,February,peak_winter,79,-3,13,4,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0024,March,summer_shoulder,68,9,0,4,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0024,April,summer_shoulder,70,8,15,7,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0024,May,summer_shoulder,68,1,5,0,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0024,June,monsoon,31,-2,-17,-4,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0024,July,monsoon,38,0,9,9,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0024,August,monsoon,36,-7,-10,15,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0024,September,monsoon,43,0,-8,13,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0024,October,post_monsoon,83,-7,3,23,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0024,November,peak_winter,82,-6,3,1,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0024,December,peak_winter,89,-11,5,13,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0025,January,peak_winter,93,-3,-7,3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0025,February,peak_winter,80,-4,-8,20,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0025,March,summer_shoulder,74,4,2,11,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0025,April,summer_shoulder,71,-3,-2,2,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0025,May,summer_shoulder,75,2,-8,-5,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0025,June,monsoon,38,1,-6,-10,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0025,July,monsoon,28,7,15,1,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0025,August,monsoon,32,-4,-13,6,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0025,September,monsoon,32,-6,-6,-10,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0025,October,post_monsoon,73,7,-6,4,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0025,November,peak_winter,85,-4,-2,4,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0025,December,peak_winter,84,3,11,10,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0026,January,peak_winter,90,11,4,4,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0026,February,peak_winter,91,8,8,10,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0026,March,summer_shoulder,76,-6,-7,11,low,Indicative summer shoulder suitability for museum POIs.,high
POI0026,April,summer_shoulder,80,0,4,15,low,Indicative summer shoulder suitability for museum POIs.,high
POI0026,May,summer_shoulder,66,9,-13,8,low,Indicative summer shoulder suitability for museum POIs.,high
POI0026,June,monsoon,81,-4,-18,2,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0026,July,monsoon,84,3,11,6,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0026,August,monsoon,81,19,-3,5,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0026,September,monsoon,73,8,-9,0,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0026,October,post_monsoon,67,10,9,14,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0026,November,peak_winter,88,0,0,11,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0026,December,peak_winter,95,12,2,20,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0027,January,peak_winter,89,-1,6,18,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0027,February,peak_winter,96,15,9,5,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0027,March,summer_shoulder,75,4,8,8,low,Indicative summer shoulder suitability for photography POIs.,high
POI0027,April,summer_shoulder,85,3,-4,2,low,Indicative summer shoulder suitability for photography POIs.,high
POI0027,May,summer_shoulder,83,-4,-6,6,low,Indicative summer shoulder suitability for photography POIs.,high
POI0027,June,monsoon,69,13,-6,5,medium,Indicative monsoon suitability for photography POIs.,high
POI0027,July,monsoon,62,5,5,17,medium,Indicative monsoon suitability for photography POIs.,high
POI0027,August,monsoon,55,1,0,3,medium,Indicative monsoon suitability for photography POIs.,high
POI0027,September,monsoon,61,2,-4,6,medium,Indicative monsoon suitability for photography POIs.,high
POI0027,October,post_monsoon,78,3,-2,3,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0027,November,peak_winter,94,21,-9,-5,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0027,December,peak_winter,84,-7,0,12,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0028,January,peak_winter,79,1,4,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0028,February,peak_winter,79,-1,0,-7,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0028,March,summer_shoulder,85,-8,1,6,low,Indicative summer shoulder suitability for shopping POIs.,high
POI0028,April,summer_shoulder,66,4,-19,-6,low,Indicative summer shoulder suitability for shopping POIs.,high
POI0028,May,summer_shoulder,80,-22,4,-9,low,Indicative summer shoulder suitability for shopping POIs.,high
POI0028,June,monsoon,80,6,-12,13,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0028,July,monsoon,61,-18,0,-9,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0028,August,monsoon,75,3,-6,6,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0028,September,monsoon,73,6,-16,14,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0028,October,post_monsoon,77,-3,-11,17,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0028,November,peak_winter,78,15,9,-1,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0028,December,peak_winter,80,0,0,17,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0029,January,peak_winter,89,1,-1,4,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0029,February,peak_winter,86,10,0,1,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0029,March,summer_shoulder,67,-4,-16,-1,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0029,April,summer_shoulder,64,11,-6,10,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0029,May,summer_shoulder,55,4,-6,1,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0029,June,monsoon,27,1,-8,-11,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0029,July,monsoon,31,1,-7,-2,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0029,August,monsoon,48,-11,-3,17,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0029,September,monsoon,36,-11,-3,4,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0029,October,post_monsoon,79,6,4,-18,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0029,November,peak_winter,93,-8,-11,3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0029,December,peak_winter,94,3,-13,10,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0030,January,peak_winter,88,0,-6,-2,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0030,February,peak_winter,78,8,-12,13,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0030,March,summer_shoulder,61,0,-18,3,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0030,April,summer_shoulder,77,4,-15,8,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0030,May,summer_shoulder,69,-5,1,-12,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0030,June,monsoon,34,2,7,16,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0030,July,monsoon,49,-2,-10,2,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0030,August,monsoon,35,4,-11,11,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0030,September,monsoon,25,0,-15,-5,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0030,October,post_monsoon,81,6,0,12,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0030,November,peak_winter,88,6,-1,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0030,December,peak_winter,87,-3,-9,20,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0031,January,peak_winter,79,5,-4,-3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0031,February,peak_winter,88,-1,8,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0031,March,summer_shoulder,68,1,-1,18,low,Indicative summer shoulder suitability for fort POIs.,high
POI0031,April,summer_shoulder,84,2,0,10,low,Indicative summer shoulder suitability for fort POIs.,high
POI0031,May,summer_shoulder,73,-7,-13,-5,low,Indicative summer shoulder suitability for fort POIs.,high
POI0031,June,monsoon,64,6,-2,5,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0031,July,monsoon,76,16,-12,21,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0031,August,monsoon,62,-11,-11,-12,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0031,September,monsoon,84,-8,-13,-5,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0031,October,post_monsoon,83,6,5,19,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0031,November,peak_winter,87,1,-10,2,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0031,December,peak_winter,89,-4,3,13,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0032,January,peak_winter,83,-6,7,4,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0032,February,peak_winter,96,-2,-5,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0032,March,summer_shoulder,72,2,-3,2,low,Indicative summer shoulder suitability for cultural site POIs.,high
POI0032,April,summer_shoulder,73,19,5,0,low,Indicative summer shoulder suitability for cultural site POIs.,high
POI0032,May,summer_shoulder,67,-1,-3,0,low,Indicative summer shoulder suitability for cultural site POIs.,high
POI0032,June,monsoon,82,3,6,-5,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0032,July,monsoon,63,-3,-8,20,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0032,August,monsoon,80,8,2,2,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0032,September,monsoon,61,-11,1,8,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0032,October,post_monsoon,65,10,-1,3,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0032,November,peak_winter,93,7,-11,10,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0032,December,peak_winter,85,0,-8,-11,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0033,January,peak_winter,85,11,13,7,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0033,February,peak_winter,95,15,0,12,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0033,March,summer_shoulder,62,-4,-10,-11,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0033,April,summer_shoulder,75,10,-10,-1,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0033,May,summer_shoulder,76,-1,9,21,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0033,June,monsoon,27,-13,-7,-3,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0033,July,monsoon,26,2,-10,5,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0033,August,monsoon,48,-3,7,9,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0033,September,monsoon,41,-21,-5,21,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0033,October,post_monsoon,78,10,-14,2,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0033,November,peak_winter,94,13,1,-1,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0033,December,peak_winter,94,0,-20,-3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0034,January,peak_winter,95,6,-15,1,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0034,February,peak_winter,85,8,-11,6,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0034,March,summer_shoulder,67,13,-6,3,low,Indicative summer shoulder suitability for nightlife POIs.,high
POI0034,April,summer_shoulder,85,6,-15,3,low,Indicative summer shoulder suitability for nightlife POIs.,high
POI0034,May,summer_shoulder,79,-1,1,9,low,Indicative summer shoulder suitability for nightlife POIs.,high
POI0034,June,monsoon,82,-5,-3,16,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0034,July,monsoon,74,1,-6,4,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0034,August,monsoon,68,-13,6,-1,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0034,September,monsoon,65,-4,-10,14,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0034,October,post_monsoon,69,7,1,11,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0034,November,peak_winter,85,0,-5,12,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0034,December,peak_winter,83,-5,11,2,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0035,January,peak_winter,86,6,0,2,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0035,February,peak_winter,93,0,7,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0035,March,summer_shoulder,74,0,1,4,low,Indicative summer shoulder suitability for market POIs.,high
POI0035,April,summer_shoulder,68,14,-6,3,low,Indicative summer shoulder suitability for market POIs.,high
POI0035,May,summer_shoulder,75,-10,-13,0,low,Indicative summer shoulder suitability for market POIs.,high
POI0035,June,monsoon,63,9,-5,1,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0035,July,monsoon,63,12,5,-1,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0035,August,monsoon,64,-3,9,6,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0035,September,monsoon,69,5,3,0,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0035,October,post_monsoon,82,1,7,-4,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0035,November,peak_winter,80,-8,-7,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0035,December,peak_winter,95,3,-2,0,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0036,January,peak_winter,96,-9,3,14,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0036,February,peak_winter,78,0,-1,7,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0036,March,summer_shoulder,72,4,19,4,low,Indicative summer shoulder suitability for shopping POIs.,high
POI0036,April,summer_shoulder,67,0,0,18,low,Indicative summer shoulder suitability for shopping POIs.,high
POI0036,May,summer_shoulder,70,-17,0,25,low,Indicative summer shoulder suitability for shopping POIs.,high
POI0036,June,monsoon,74,4,-14,7,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0036,July,monsoon,66,9,-12,5,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0036,August,monsoon,77,-6,-9,16,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0036,September,monsoon,70,-4,-14,-9,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0036,October,post_monsoon,71,-10,0,12,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0036,November,peak_winter,96,12,-5,3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0036,December,peak_winter,82,-8,7,21,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0037,January,peak_winter,93,-2,10,-6,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0037,February,peak_winter,95,4,9,5,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0037,March,summer_shoulder,70,14,10,4,low,Indicative summer shoulder suitability for market POIs.,high
POI0037,April,summer_shoulder,74,-4,-12,12,low,Indicative summer shoulder suitability for market POIs.,high
POI0037,May,summer_shoulder,65,-2,-4,0,low,Indicative summer shoulder suitability for market POIs.,high
POI0037,June,monsoon,84,2,15,4,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0037,July,monsoon,76,8,-3,16,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0037,August,monsoon,76,1,-6,-9,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0037,September,monsoon,64,-14,-1,-5,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0037,October,post_monsoon,73,10,0,3,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0037,November,peak_winter,81,4,-6,-2,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0037,December,peak_winter,78,9,2,3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0038,January,peak_winter,93,0,3,-1,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0038,February,peak_winter,81,16,-4,17,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0038,March,summer_shoulder,63,6,0,14,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0038,April,summer_shoulder,62,-6,3,19,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0038,May,summer_shoulder,61,0,-9,2,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0038,June,monsoon,25,13,-13,-2,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0038,July,monsoon,37,4,11,1,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0038,August,monsoon,36,1,-10,6,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0038,September,monsoon,29,5,-2,4,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0038,October,post_monsoon,70,-3,-7,10,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0038,November,peak_winter,78,4,16,16,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0038,December,peak_winter,92,-12,-4,8,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0039,January,peak_winter,80,-11,3,4,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0039,February,peak_winter,85,15,-2,14,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0039,March,summer_shoulder,67,-8,0,13,low,Indicative summer shoulder suitability for nightlife POIs.,high
POI0039,April,summer_shoulder,67,-7,-4,-6,low,Indicative summer shoulder suitability for nightlife POIs.,high
POI0039,May,summer_shoulder,82,6,-8,3,low,Indicative summer shoulder suitability for nightlife POIs.,high
POI0039,June,monsoon,82,-9,-10,19,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0039,July,monsoon,83,-8,-7,-7,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0039,August,monsoon,78,-8,5,3,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0039,September,monsoon,68,0,-5,10,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0039,October,post_monsoon,76,-21,1,4,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0039,November,peak_winter,92,7,-9,14,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0039,December,peak_winter,91,-2,-7,6,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0040,January,peak_winter,89,12,2,6,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0040,February,peak_winter,78,7,8,11,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0040,March,summer_shoulder,67,4,-3,14,low,Indicative summer shoulder suitability for shopping POIs.,high
POI0040,April,summer_shoulder,70,0,-4,18,low,Indicative summer shoulder suitability for shopping POIs.,high
POI0040,May,summer_shoulder,69,0,-8,16,low,Indicative summer shoulder suitability for shopping POIs.,high
POI0040,June,monsoon,84,6,-2,2,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0040,July,monsoon,68,0,-10,6,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0040,August,monsoon,66,2,-8,12,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0040,September,monsoon,69,7,-7,11,medium,Indoor/covered activity; less affected by monsoon rain (estimated).,high
POI0040,October,post_monsoon,69,0,-9,10,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0040,November,peak_winter,87,20,11,10,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0040,December,peak_winter,83,1,1,-3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0041,January,peak_winter,89,-6,0,-11,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0041,February,peak_winter,82,-4,-1,3,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0041,March,summer_shoulder,59,-2,8,10,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0041,April,summer_shoulder,62,-4,-5,4,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0041,May,summer_shoulder,58,-6,3,1,medium,Warmer/humid conditions; outdoor midday activity may be less comfortable (estimated).,high
POI0041,June,monsoon,39,-8,-5,5,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0041,July,monsoon,45,0,1,8,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0041,August,monsoon,46,17,5,16,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0041,September,monsoon,25,6,-3,12,high,"Heavy rain typical; outdoor/coastal activity suitability reduced (estimated, not live weather data).",medium
POI0041,October,post_monsoon,73,-4,0,0,low_to_medium,"Transitional month; generally improving conditions (estimated, not live weather data).",high
POI0041,November,peak_winter,97,-5,-5,8,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0041,December,peak_winter,95,-1,-15,-6,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0042,January,peak_winter,88,-7,3,6,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0042,February,peak_winter,82,8,6,13,low,"Peak tourist season; pleasant weather typically expected (estimated, not live weather data).",high
POI0042,March,summer_shoulder,82,1,3,12,low,Indicative summer shoulder suitability for museum POIs.,high
POI0042,April,summer_shoulder,66,3,5,-13,low,Indicative summer shoulder suitability for museum POIs.,high
POI0042,May,summer_shoulder,76,-2,4,17,low,Indicative summer shoulder suitability for museum POIs.,high
